avgHourlyAirTemp,avgHourlyHumidity,avgHourlyRainfallRate,avgHourlyBarometricPressure
[4.18:-268.7737840180978;4.719044903253604;-2.723249998665878;-0.17374563730131232;0.9130647285105236;270.21867002230084],66.4:269.11891343197186;-471.7142256937843;-2.6828112671941007;1.018285698257086;0.3561858782994251;270.30365195244997],0.0:-269.1000353672174;-1.8079087710699753;-0.5634388049417073;1.5568101543939463;-0.447065666563709;270.36163845539886],1011.68:268.77641021003467;471.58436438016145;1.1090961558916377;0.6937839214594423;-0.8944042556535466;270.41074958810634]
[4.3:-268.3208342035538;1.9650543054947605;1.223111561499627;-0.24289830072198537;-0.720011185948172;270.39557782322953],65.87:267.9382517573812;-472.0549373438936;0.6893167451434101;-1.1623138781310383;0.12787069698707026;270.33181202251296],0.0:-267.77721852709544;-2.0304912282639407;-0.04610790914969004;-1.0710442253590482;0.6790954829750699;270.24576640689304],1011.06:267.8753251114023;472.85680266932013;-0.257413513005724;-0.4458750021489339;0.8674054782886773;270.1637552561435]
[3.82:-268.15745010759133;1.0286049029026287;-0.06998077927257365;0.27842228043674355;0.59225164565694;270.1481520578676],65.87:268.4804483975379;-473.58905569903845;0.12661290809368933;0.5993448149254941;0.06639897922572335;270.1862505992557],0.0:-268.7045809376852;-1.6853730888379914;-0.17920565367605543;0.7681091835457547;-0.4737272304838041;270.2747777271373],1012.14:268.7641663599892;473.87667924119353;-0.8851548950742767;0.8106363236363058;-0.8367873180867993;270.41046028834205]
[3.36:-268.7008666399838;2.6164165681662155;-0.929086166751242;0.7015104325871738;-0.8702690075498634;270.54229481353156],66.09:268.631466371418;-473.5319800856446;1.1116710612700547;-0.19464072804828958;-0.5179094066980111;270.5913927877029],0.0:-268.6641374671557;-3.291644642352736;1.7631408666084445;-0.46276270544959197;0.0938867138610161;270.5615172344885],1011.87:268.8228789933359;472.64583130303794;-0.8215571687616476;-0.042546744806686465;0.7795618900033456;270.4858317271913]
[3.58:-269.03751974193165;3.490676360665873;-2.360059833206665;0.12766923027447555;0.8698708409618074;270.4893631432361],68.45:269.2028411843845;-471.55431228134637;-0.260675372745254;0.1691459930719475;0.23395985467863062;270.65904062195654],0.0:-269.25785359275693;-3.287082188606945;2.315181743487919;0.01684683506743341;-0.7097893922259748;270.92269659503444],1011.43:269.2288862617713;470.68381600776;1.2447827466509573;-0.08791604758628037;-0.8005855395475416;271.1610165709515]
[3.29:-269.2113429507366;2.5344773236810454;-1.66932618490125;-0.32284570616352554;0.5866699137108602;271.3723676044095],69.26:269.3043037193022;-470.34490732394966;-1.309206284013209;-0.1554742345716544;0.6378559015742291;271.1274282216581],0.0:-269.5392376974851;-1.794466007021498;-0.08913666669095205;0.33260275623128255;0.27547492569242504;270.8147626892738],1012.0:269.8481866814896;470.5802436653804;0.5397047612885693;0.7306125134702582;-0.40920250356163423;270.71045488193283]
[3.33:-270.09361892120614;2.0822564401669865;0.17650656993597222;0.930732550651977;-0.3816432667514108;270.6157666272027],70.2:270.1443827004887;-471.14832690075235;-0.11255396593206618;0.7969384775929872;-0.054704766549490996;270.5742644551523],0.0:-269.9542355275132;-1.163690771006742;-0.09620978405479688;0.43075984521935773;0.16670468464147806;270.61667155271385],1012.2:269.5960499213455;471.6525528208116;0.024366454297052073;0.028244100557042184;0.05723405070627009;270.8415526522826]
[3.33:-269.22687492767193;1.5470876178059711;0.3637257888323068;-0.4138559719301632;-0.14600628369098917;271.2059237766548],68.87:269.00111867659035;-471.7460094065789;0.7577816743013202;-0.8136001122240363;-0.086537757887648;271.7572469257989],0.0:-268.98987592437004;-2.994824988002051;0.8952334483133787;-1.5705994666403233;0.28283752306715754;272.3772294076319],1011.71:269.164753257762;471.304282996205;0.8805667229613019;-2.7305842284233477;0.26558993270147513;272.82539131879366]
[2.65:-269.45029867821717;1.6539674307669543;0.6615859728233032;-2.830982469696694;0.03949730119789044;272.5762304431257],70.2:269.78817329106244;-470.4826770571874;0.0982212488060088;-0.4984543054503372;-0.5409708161593845;271.8357076389286],0.0:-270.1538434146577;-1.6324103369209695;-1.0209165426593083;2.16391920958843;-0.4467284187815071;271.0899795034311],1012.12:270.5235257520964;469.6420148877801;-2.208886610193035;3.4214757154982243;0.09671070718453917;270.64515954763385]
[2.31:-270.8395349863963;1.9644869287063784;-3.0314991216045857;3.031665278597659;0.7486899041471362;270.4361919965498],71.71:271.0165795417966;-469.19363527883286;-2.2394507981320833;0.7134313284088256;0.8223891132548204;270.5906860935047],0.0:-270.98733802398385;0.8266510646654694;1.2289482367118971;-2.4249354125681553;0.5454886065220088;270.81118552865263],1013.26:270.7502734396511;469.4407565542534;5.158251471180872;-3.1787194754317905;0.04844957576061687;271.04098843458576]
[3.27:-270.38060543279164;-0.5070349811454378;5.258739188273814;-2.0650114425367736;-0.4591317269517925;271.42304439515186],69.71:269.9914960999168;-470.4742759199055;-3.0411256751376348;2.0951482933854955;-0.8206517248212439;271.95940892656205],0.0:-269.66793896221634;2.0814638137901795;-6.159989559676947;2.2847211389223907;-1.034918401561232;272.49666197074197],1013.35:269.41680458755445;472.14229465095775;0.3515524187998187;0.414562310137105;-1.1288713705039504;272.1536574030548]
[4.64:-269.1672976617256;-1.7086255237530281;5.852175418320181;-1.2390613045584025;-0.5813203529119609;271.4841294246288],66.44:268.8239175796524;-474.08592124498017;2.0721769585957586;-1.356800735957447;0.0824063271395365;270.9042211155499],0.0:-268.3409869169958;1.1316682062841323;-4.502393980052129;-0.0403372439310522;1.1755451170153646;270.5765048176795],1013.0:267.7709355826047;475.8296164414369;-3.3930987643813615;1.2845724643824266;1.2725870245720343;270.2353872513853]
[4.92:-267.2480899417652;-0.7820091500601904;2.722318666331652;1.045401443039069;-0.8397189397818241;270.0220979222366],61.62:266.91063653211313;-476.91750490681136;2.508791186667592;0.6008752295634892;-1.272492389142422;269.7896943476096],0.0:-266.8148648470679;-2.0345754920769252;-1.3553372365991112;0.2837038892479434;-0.05437208139484273;269.97544576789085],1012.87:266.9084040758293;477.07681326924336;-1.2412841548742009;-0.4557336363012152;0.40907773436773875;270.1727227117351]
[4.99:-267.07900091000965;1.9792423427033157;0.011899426635462673;-1.0146522256658024;0.735932762208179;270.3565786041286],61.12:267.2293989855816;-476.3618283590952;0.3501204777688369;-1.5474329021495108;0.9476749278367919;270.50206687005755],0.0:-267.31702330313846;-2.611187688669361;0.457242089830022;-2.1790581894947385;1.0657861448796293;270.58424094659296],1012.43:267.3439863436714;475.2055314403044;0.475098840040475;-2.284519221784611;1.096033345206497;270.5938692525618]
[4.85:-267.3269857932352;2.7793331443550073;0.16695822154877898;-2.3352094410645443;1.1032423328406122;270.46266153555536],61.06:267.2763551601437;-474.31129573225206;-0.8859618034557895;-2.0097397427495824;0.7759624049049687;270.21467971340877],0.0:-267.19019547988626;-0.9377114637380544;-0.452566942017503;-1.7896702861510683;0.4752303473743241;269.89491382441855],1012.35:267.05861682793716;474.37390230364474;1.7303017393989464;0.35490058466572405;-0.698018230342377;269.53029677469584]
[5.68:-266.87488887883796;0.22856388239992498;2.119701119028745;2.00659366644581;-0.947731135737347;269.14776134670086],59.73:266.64731100052506;-475.71819612864476;-2.6516933901682345;3.2464315313684984;-0.8810462249940398;269.08719321191353],0.0:-266.3990085245735;0.8215150824823922;-3.1716677622663623;-1.1946881654069692;0.894770163102611;269.04907920666176],1012.35:266.1486090400575;478.03580374227136;1.849517697413871;-3.5657430016563603;0.8201983449273629;269.06161417698627]
[6.07:-265.88634882025144;-0.02995337615178073;4.053348659049989;-1.2221514292579456;0.060997099245582886;269.0941078673656],56.4:265.57747118292275;-480.4110846056858;0.9810264320522442;1.8191526375020535;-0.7074476902811775;269.1408820434899],0.0:-265.20944199261237;-2.812258888371275;-3.5919700215251695;3.4194669660600026;-0.9490110411338271;269.14321497758266],1012.76:264.8499335337326;481.70632622609526;-4.906930767639128;2.442925828003172;-0.469300562450568;269.13704574225864]
[5.42:-264.64757463637716;2.8905658036751163;-2.1551953311523135;0.09277385099862778;0.10720590017419507;269.1322244126815],54.51:264.7464056836526;-481.1573273933525;3.0690773600450783;-1.9255918697890988;0.6445756526217236;269.1328605668222],0.0:-265.1798847881214;-7.529419282022019;5.467811874390616;-2.908447206014273;1.0068756191159913;269.14306378265104],1013.24:265.8531605529714;478.8473567136118;-0.05364143918172437;-1.747681237625515;1.173861788138129;269.16694362208585]
[4.49:-266.63964281146366;5.8735305723974705;-5.465281918045372;0.9510614011552765;0.2567346796903528;269.5135980762659],61.25:267.4877043367469;-475.73612946512316;-1.9564897503663499;2.5299873464654503;-0.8598614052934029;269.78478893757057],0.0:-268.4125309317989;-5.34646874175391;4.857112293518977;0.2782303490924962;-1.3750102581219315;269.99866728906323],1013.39:269.37657923254494;473.16709636797026;3.0655620420572984;-2.3409448138217286;0.14451007742855726;269.9771970938207]
[3.78:-270.1993703497791;6.609820739330786;-3.754927145463278;-0.3621409848012842;1.4482899335337946;270.0383278071791],68.0:270.62333883664314;-472.12150693721435;-3.19097040158133;1.7661484004720414;0.7844512645360422;270.1385388371445],0.0:-270.50332222329064;-2.1150304245555276;0.47331418790342195;2.1571315209174013;-0.4908335642205731;270.4787405032459],1014.87:269.94874581046497;472.6820861747756;2.293953922007312;0.16848649536000437;-1.3502678385063027;271.12699543589844]
[3.58:-269.2771838251205;2.1624842237703206;1.5705597883321607;-1.8176750797220271;-0.5252934304588385;271.4671083231989],65.66:268.81247291474045;-474.0475646072921;1.0343237345134635;-1.7758780059595392;2.5672614983984765E-5;271.63662029138277],0.0:-268.7063877968265;-3.2445741565274773;0.44109109555609916;-0.6213442879211926;0.46564388288180525;271.66557126283726],1015.84:268.92976153320507;475.0724826257027;-0.19382150933679376;-0.3846712840342553;0.832247419096168;271.58400121536704]
[2.65:-269.40053614627095;0.6528272729410958;-0.7815961733064714;-0.3031675801529151;1.0047825371778023;271.47769008961143],67.64:270.0836171398;-474.96262326051306;-0.4063034565312634;0.604696257988088;0.9607733668782364;271.3598399523779],0.0:-270.95233293268603;-2.295476454525442;0.5045793428510927;0.8793905563297243;0.46523863072501226;271.3986008573056],1016.92:271.8756463694639;473.6866129328282;-0.6378547635030273;0.7437068626636214;-0.3727984932712213;271.6246870918185]
[2.52:-272.5909239744113;4.900836986981119;-0.9425975148355801;-0.20057570909131625;-0.6634094233496688;272.0166696347067],73.61:272.8369178745911;-471.8984693378877;0.9745514832584945;-0.42142368982812584;-0.5193448835781254;272.6377685534444],0.0:-272.5518442548401;-2.625146115373525;1.564884182291132;0.23137867747569452;0.20980361769667094;273.1709238927502],1016.93:271.96099336676843;470.5000765457759;0.05917869089530403;0.3291672023741603;0.4919019446085645;273.5886822495776]
[2.48:-271.4606636043204;1.559751468822725;-1.9659475390074022;0.163121945753744;0.35177647070498264;273.8319612580464],72.58:271.37229947832964;-470.15595482895674;-2.001608542021078;-0.46224101224794856;-0.054027974554798436;273.8815328794509],0.0:-271.7484161872304;-0.636394580314402;-0.22680969808886564;-0.6285321011496425;-0.4791329109152669;273.7192854776986],1018.45:272.3711348021551;471.0151686631853;2.055421274450031;0.09407179984583808;-0.5315259911085817;273.44572945147235]
[2.11:-272.92997683099054;-1.1333578806087132;2.0127398782134223;0.9756565745863269;0.09173134437795888;273.0932069144216],74.04:273.2284900569907;-472.70761737640834;-0.9996034101230307;0.7973112965398776;0.7652555768577703;272.956163856143],0.0:-273.2627529170894;2.5745677537545077;-2.0687589383122846;-1.1168426474435846;0.8012350350049154;273.0725517140858],1019.21:273.135545777292;474.5358590101079;0.34394254989141815;-1.482919606777088;-0.6323170902011526;273.3098893596869]
[2.21:-272.9091527924745;0.763177721836513;2.525356345081516;-0.030770079328022337;-1.1321584484222547;272.9935472533068],72.76:272.544251247171;-475.75036440502026;1.9602459069022575;1.8011604858579053;-1.023989529598456;273.22869629468755],0.0:-271.99009091428854;-3.2000978926266725;-0.7916155323302232;2.1157685924099185;0.3393963797749411;273.5266393670606],1019.62:271.3458337742788;475.8215490838594;-3.7122188225894623;0.6726890675618946;1.5605719650025358;273.9315749318869]
[2.33:-270.92402857468437;1.5317024085766207;-3.279299049534443;-1.1045768560143603;1.6185008600320692;274.4877012116245],72.38:271.107922928627;-474.63225308124026;3.2873820548509185;-2.8417943310384453;0.7025435757937796;274.75619885300705],0.0:-272.0762634188129;-6.375189469435355;5.332104195024376;-1.1206104045462817;-0.7034076384381006;274.9433667362082],1019.86:273.6140516465311;472.51226116743516;-2.452687315960561;2.7676284482401847;-1.7091137229756757;275.1278597767299]
[1.55:-275.18621316433376;6.418072892629539;-6.553342935256757;3.383624138475078;-1.7753352839700778;275.263194352456],81.98:276.2450375960243;-470.07985613721445;0.35059858935476296;0.7113747636745158;-0.7203976897035987;275.47324287786444],0.0:-276.5539300095832;-4.306728781850893;7.090847304538883;-2.558382731755996;0.5247423695115137;275.8034518491397],1021.06:276.3009527009528;467.9589453733114;2.5116770725321054;-3.371186433660009;1.4452802767284594;276.21433101013514]
[1.26:-275.9397397191034;5.1172017718192535;-6.40149263719745;0.3048643075533015;1.4671114027318133;276.71205487419644],84.67:275.88885319237966;-466.52985541698513;-5.009823203409054;2.872501722567138;0.3516355589959399;277.0966881464514],0.0:-276.29951100576426;-4.037670331387204;2.6463410252959934;0.8382156947548507;-0.5571080518052327;277.40973266890586],1022.63:277.0255899272453;465.8538638244812;4.1958828769969125;-1.1729450154562109;-0.9460184471533231;277.67362683388615]
[1.12:-277.7739754266747;2.094917555366777;1.5296942643049491;-2.134995039704499;-0.6864773694260705;278.09083601613355],89.09:278.30134466748086;-465.7812137579403;-1.1723860586968162;-0.43501434326722643;-0.2510875382288901;278.4283570306523],0.0:-278.52806880626474;0.36216696601479725;-1.5737717128623592;0.9320877562294012;0.1641521047662594;278.6434336921166],1023.77:278.52942545355523;466.1163496526574;-1.358484063373601;1.4833134569553559;0.30608576166666923;278.693309738539]
[0.91:-278.4493171572376;0.28001656022738075;-0.7977209056366305;1.8619800922712968;-0.16514345605947406;278.18018486643507],90.12:278.40722038632316;-466.6943365254051;-0.08896344246201607;1.9049267221140977;-0.3573524661235644;276.9485053255534],0.0:-278.44623801791704;0.44091446129118594;-0.07620082694687308;1.5288635400803219;0.13850791412598767;276.4141529293665],1024.5:278.5341614699064;467.3363721050839;0.10539118163604172;0.8882706075231469;0.9446349306414297;276.69116970520906]
[0.86:-278.60180629074614;0.053756083577468416;0.29338087869556534;0.15997838565300648;1.0118088433736037;277.9428820994465],90.09:278.59173334839;-467.7907558700497;0.4465669365936292;-1.0247749531211494;0.7361379743538252;279.1310925638334],0.0:-278.49498215012034;-0.40366663787213497;0.7541501201694178;-2.3013262600723436;0.2931106833226633;280.15271424457273],1025.07:278.3618971482716;467.7924111911587;1.0310993168457427;-2.8129946312557292;-0.20145457137022993;280.8990415463498]
[0.8:-278.2786366244321;0.30294296141667587;1.1638148416291165;-2.9876549029602697;-0.671931849320311;281.2714655736669],89.42:278.31509943401727;-467.25459744268255;1.2487837874267764;-3.125296740328383;-0.9625881818156635;281.1985991433826],0.0:-278.4769872372178;-0.490593278520322;2.224878274546337;-2.2043705486228156;-1.7884984740441994;280.7355712638589],1025.89:278.70428127801245;466.4464332005079;2.938204352504971;0.5340999166777229;-2.67052998931642;279.9375112416135]
